Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.pluginManagementPlugins; io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.isEmpty
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenBuild.plugins
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenExtensionContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenBuild.extensions
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.plugins
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.extensions; io.spring.initializr.generator.buildsystem.maven.MavenExtensionContainer.values
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeProfileBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.resources; io.spring.initializr.generator.buildsystem.maven.MavenResourceContainer.isEmpty
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeProfileBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenResourceContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.testResources
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeProfileBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.pluginManagementPlugins
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeProfileBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.plugins
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeProfileBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenProfile.plugins
.,io.spring.initializr.generator.buildsystem.maven,MavenScm.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenExtension.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenResource.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.gradle,GradleTaskContainerTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.gradle.GradleTaskContainer
.,io.spring.initializr.generator.buildsystem.gradle,GroovyDslGradleSettingsWriterTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.gradle.GradleBuild; io.spring.initializr.generator.buildsystem.gradle.GradleSettingsWriter
.,io.spring.initializr.generator.buildsystem.gradle,GradlePluginContainerTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.gradle.GradlePluginContainer
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildWriterTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.gradle.GradleBuild
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (gradleBuildWithSnippet) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleSnippetContainer.add; io.spring.initializr.generator.buildsystem.gradle.GradleBuild.snippets
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (gradleBuildWithSnippetsAreSeparated) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleSnippetContainer.add; io.spring.initializr.generator.buildsystem.gradle.GradleBuild.snippets
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (gradleBuildWithSnippetsAreSeparated) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleSnippetContainer.add; io.spring.initializr.generator.buildsystem.gradle.GradleBuild.snippets
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (gradleBuildWithSnippetAndImports) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.snippets; io.spring.initializr.generator.buildsystem.gradle.GradleSnippetContainer.add
.,io.spring.initializr.generator.buildsystem.gradle,GradleConfigurationContainerTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.gradle.GradleConfigurationContainer
.,io.spring.initializr.generator.buildsystem.gradle,KotlinDslGradleBuildWriterTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.gradle.GradleBuild
.,io.spring.initializr.generator.buildsystem.gradle,KotlinDslGradleBuildWriterTests,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
.,io.spring.initializr.generator.buildsystem.gradle,KotlinDslGradleBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (gradleBuildWithBuiltinPlugin) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.plugins; io.spring.initializr.generator.buildsystem.gradle.GradlePluginContainer.add
